view_id,user_id,movie_id,watch_timestamp,duration_watched
v_2214,u_0315,m_241,2023-01-01 07:38:07,25
v_2215,u_0385,m_001,2023-01-01 06:40:08,115
v_2216,u_0956,m_159,2023-01-01 21:36:45,5
v_2217,u_0668,m_237,2023-01-01 23:19:54,48
v_2218,u_0825,m_351,2023-01-01 14:26:17,40
v_2219,u_0124,m_464,2023-01-01 12:13:18,86
v_2220,u_0657,m_133,2023-01-01 04:51:58,98
v_2221,u_0334,m_222,2023-01-01 16:29:52,52
v_2222,u_0079,m_013,2023-01-01 04:33:17,10
v_2223,u_0923,m_470,2023-01-01 13:40:53,80
v_2224,u_0909,m_310,2023-01-01 15:33:04,32
v_2225,u_0524,m_274,2023-01-01 08:22:52,76
v_2226,u_0176,m_355,2023-01-01 18:03:22,75
v_2227,u_0563,m_155,2023-01-01 17:56:10,97
v_2228,u_0294,m_345,2023-01-01 18:00:34,29
v_2229,u_0331,m_030,2023-01-01 20:50:00,13
v_2230,u_0437,m_119,2023-01-01 04:11:56,70
v_2231,u_0631,m_093,2023-01-01 03:48:42,47
v_2232,u_0100,m_005,2023-01-01 21:44:47,81
v_2233,u_0783,m_470,2023-01-01 01:14:57,18
v_2234,u_0208,m_313,2023-01-01 21:26:48,96
v_2235,u_0625,m_160,2023-01-01 21:56:34,22
v_2236,u_0863,m_295,2023-01-01 23:06:09,73
v_2237,u_0343,m_324,2023-01-01 08:54:05,100
v_2238,u_0512,m_227,2023-01-01 12:12:03,80
v_2239,u_0554,m_353,2023-01-01 21:28:28,90
v_2240,u_0873,m_319,2023-01-01 14:01:16,66
v_2241,u_0493,m_032,2023-01-01 08:51:41,12
v_2242,u_0236,m_445,2023-01-01 20:06:18,81
v_2243,u_0016,m_421,2023-01-01 02:59:35,8
v_2244,u_0543,m_387,2023-01-01 02:57:01,40
v_2245,u_0789,m_024,2023-01-01 17:59:48,99
v_2246,u_0997,m_437,2023-01-01 15:02:59,86
v_2247,u_0671,m_092,2023-01-01 15:51:14,7
v_2248,u_0809,m_012,2023-01-01 15:03:29,20
v_2249,u_0615,m_176,2023-01-01 22:37:25,84
v_2250,u_0944,m_500,2023-01-01 17:16:28,64
v_2251,u_0050,m_075,2023-01-01 11:12:54,107
v_2252,u_0612,m_115,2023-01-01 22:23:59,116
v_2253,u_0335,m_387,2023-01-01 23:55:30,86
v_2254,u_0460,m_400,2023-01-01 16:47:12,37
v_2255,u_0056,m_399,2023-01-01 22:56:13,91
v_2256,u_0255,m_143,2023-01-01 02:37:14,9
v_2257,u_0452,m_117,2023-01-01 18:24:16,20
v_2258,u_0364,m_446,2023-01-01 04:47:28,53
v_2259,u_0759,m_187,2023-01-01 07:00:07,6
v_2260,u_0248,m_086,2023-01-01 14:26:06,112
v_2261,u_0556,m_128,2023-01-01 22:31:36,24
v_2262,u_0348,m_365,2023-01-01 04:50:53,30
v_2263,u_0047,m_025,2023-01-01 06:02:31,5
v_2264,u_0884,m_365,2023-01-01 17:15:33,38
v_2265,u_0563,m_273,2023-01-01 12:20:29,46
v_2266,u_0073,m_209,2023-01-01 11:50:48,22
v_2267,u_0611,m_014,2023-01-01 01:02:09,91
v_2268,u_0104,m_455,2023-01-01 23:28:51,106
v_2269,u_0520,m_300,2023-01-01 22:44:12,4
v_2270,u_0270,m_448,2023-01-01 14:10:08,72
v_2271,u_0399,m_037,2023-01-01 16:31:49,112
v_2272,u_0585,m_419,2023-01-01 08:08:55,49
v_2273,u_0121,m_466,2023-01-01 09:42:13,102
v_2274,u_0999,m_110,2023-01-01 13:58:20,103
v_2275,u_0329,m_342,2023-01-01 11:02:52,52
v_2276,u_0937,m_045,2023-01-01 07:48:46,76
v_2277,u_0607,m_282,2023-01-01 03:11:22,74
v_2278,u_0625,m_179,2023-01-01 13:58:39,111
v_2279,u_0671,m_053,2023-01-01 05:50:53,7
v_2280,u_0502,m_044,2023-01-01 20:47:40,75
v_2281,u_0836,m_321,2023-01-01 19:28:38,108
v_2282,u_0624,m_153,2023-01-01 07:54:40,62
v_2283,u_0052,m_310,2023-01-01 02:24:25,28
v_2284,u_0888,m_427,2023-01-01 20:32:00,105
v_2285,u_0127,m_061,2023-01-01 09:49:52,117
v_2286,u_0386,m_071,2023-01-01 00:08:04,109
v_2287,u_0199,m_114,2023-01-01 13:38:02,56
v_2288,u_0944,m_410,2023-01-01 18:40:50,83
v_2289,u_0980,m_305,2023-01-01 04:30:15,59
v_2290,u_0227,m_332,2023-01-01 00:12:19,60
v_2291,u_0061,m_142,2023-01-01 07:42:52,59
v_2292,u_0071,m_060,2023-01-01 01:24:57,29
v_2293,u_0980,m_238,2023-01-01 10:03:09,33
v_2294,u_0897,m_017,2023-01-01 00:18:34,96
v_2295,u_0746,m_023,2023-01-01 14:11:40,71
v_2296,u_0219,m_171,2023-01-01 18:34:10,23
v_2297,u_0907,m_435,2023-01-01 10:42:28,33
v_2298,u_0413,m_443,2023-01-01 12:45:20,31
v_2299,u_0683,m_467,2023-01-01 03:11:14,1
v_2300,u_0053,m_349,2023-01-01 23:44:08,10
v_2301,u_0686,m_378,2023-01-01 06:59:42,83
v_2302,u_0287,m_131,2023-01-01 10:47:31,94
v_2303,u_0360,m_282,2023-01-01 05:40:19,15
v_2304,u_0557,m_451,2023-01-01 00:36:09,87
v_2305,u_0655,m_222,2023-01-01 19:32:30,53
v_2306,u_0884,m_225,2023-01-01 23:58:52,98
v_2307,u_0823,m_433,2023-01-01 07:28:05,51
v_2308,u_0732,m_386,2023-01-01 03:42:00,107
v_2309,u_0108,m_086,2023-01-01 11:15:58,32
v_2310,u_0480,m_067,2023-01-01 13:18:22,54
v_2311,u_0144,m_334,2023-01-01 16:01:32,95
v_2312,u_0139,m_420,2023-01-01 18:10:17,3
v_2313,u_0814,m_476,2023-01-01 02:01:29,41
v_2314,u_0731,m_090,2023-01-01 21:02:46,49
v_2315,u_0316,m_498,2023-01-01 04:56:32,17
v_2316,u_0788,m_121,2023-01-01 10:29:12,11
v_2317,u_0003,m_390,2023-01-01 17:22:18,60
v_2318,u_0143,m_151,2023-01-01 04:25:40,119
v_2319,u_0222,m_354,2023-01-01 03:31:57,64
v_2320,u_0014,m_242,2023-01-01 02:30:36,105
v_2321,u_0262,m_171,2023-01-01 10:02:11,112
v_2322,u_0720,m_061,2023-01-01 16:28:34,11
v_2323,u_0646,m_369,2023-01-01 06:36:23,66
v_2324,u_0995,m_406,2023-01-01 02:34:54,99
v_2325,u_0365,m_035,2023-01-01 00:54:07,84
v_2326,u_0621,m_367,2023-01-01 08:05:30,56
v_2327,u_0792,m_399,2023-01-01 04:45:55,117
v_2328,u_0067,m_147,2023-01-01 03:06:05,19
v_2329,u_0803,m_238,2023-01-01 19:41:37,25
v_2330,u_0750,m_024,2023-01-01 16:37:06,38
v_2331,u_0562,m_092,2023-01-01 02:50:11,66
v_2332,u_0622,m_442,2023-01-01 09:56:59,88
v_2333,u_0317,m_320,2023-01-01 19:09:43,77
v_2334,u_0607,m_285,2023-01-01 13:25:22,67
v_2335,u_0443,m_250,2023-01-01 13:08:56,70
v_2336,u_0851,m_249,2023-01-01 18:26:18,74
v_2337,u_0855,m_115,2023-01-01 09:10:06,75
v_2338,u_0209,m_159,2023-01-01 23:04:26,98
v_2339,u_0923,m_396,2023-01-01 08:37:00,92
v_2340,u_0131,m_266,2023-01-01 03:47:41,108
v_2341,u_0850,m_288,2023-01-01 05:02:28,20
v_2342,u_0695,m_412,2023-01-01 05:53:07,62
v_2343,u_0684,m_040,2023-01-01 16:16:42,115
v_2344,u_0921,m_203,2023-01-01 07:54:56,3
v_2345,u_0666,m_455,2023-01-01 22:20:37,77
v_2346,u_0837,m_251,2023-01-01 19:53:56,115
v_2347,u_0872,m_256,2023-01-01 09:01:53,37
v_2348,u_0164,m_344,2023-01-01 11:22:19,35
v_2349,u_0496,m_120,2023-01-01 03:51:02,52
v_2350,u_0812,m_143,2023-01-01 23:01:07,16
v_2351,u_0473,m_491,2023-01-01 14:34:51,100
v_2352,u_0999,m_293,2023-01-01 19:22:51,12
v_2353,u_0737,m_111,2023-01-01 01:24:37,68
v_2354,u_0466,m_002,2023-01-01 05:19:02,45
v_2355,u_0399,m_396,2023-01-01 10:10:17,58
v_2356,u_0484,m_062,2023-01-01 11:36:05,3
v_2357,u_0505,m_131,2023-01-01 16:07:40,107
v_2358,u_0788,m_426,2023-01-01 19:30:23,89
v_2359,u_0614,m_131,2023-01-01 03:14:06,97
v_2360,u_0246,m_041,2023-01-01 18:13:02,58
v_2361,u_0337,m_134,2023-01-01 17:38:33,44
v_2362,u_0182,m_415,2023-01-01 08:30:03,25
v_2363,u_0267,m_360,2023-01-01 10:43:54,15
v_2364,u_0052,m_393,2023-01-01 04:43:11,40
v_2365,u_0916,m_207,2023-01-01 08:43:27,31
v_2366,u_0826,m_050,2023-01-01 08:26:12,119
v_2367,u_0651,m_051,2023-01-01 10:53:22,25
v_2368,u_0926,m_082,2023-01-01 20:21:47,6
v_2369,u_0545,m_170,2023-01-01 16:28:20,75
v_2370,u_0186,m_371,2023-01-01 19:11:45,75
v_2371,u_0738,m_042,2023-01-01 08:00:21,30
v_2372,u_0116,m_184,2023-01-01 13:32:32,15
v_2373,u_0124,m_058,2023-01-01 03:45:25,1
v_2374,u_0936,m_023,2023-01-01 07:51:35,59
v_2375,u_0670,m_236,2023-01-01 16:13:31,36
v_2376,u_0221,m_210,2023-01-01 16:03:19,99
v_2377,u_0588,m_443,2023-01-01 10:59:16,88
v_2378,u_0693,m_224,2023-01-01 16:04:16,116
v_2379,u_0044,m_176,2023-01-01 08:30:16,88
v_2380,u_0975,m_090,2023-01-01 14:40:51,8
v_2381,u_0866,m_165,2023-01-01 10:36:01,120
v_2382,u_0468,m_452,2023-01-01 20:42:51,10
v_2383,u_0279,m_136,2023-01-01 20:49:35,73
v_2384,u_0980,m_065,2023-01-01 10:20:44,31
v_2385,u_0586,m_096,2023-01-01 15:57:58,37
v_2386,u_0313,m_287,2023-01-01 03:24:01,117
v_2387,u_0549,m_170,2023-01-01 06:04:11,78
v_2388,u_0134,m_179,2023-01-01 03:51:00,79
v_2389,u_0378,m_340,2023-01-01 15:52:03,112
v_2390,u_0100,m_270,2023-01-01 02:04:49,8
v_2391,u_0822,m_239,2023-01-01 11:17:34,81
v_2392,u_0125,m_038,2023-01-01 12:24:08,105
v_2393,u_0390,m_108,2023-01-01 21:26:18,15
v_2394,u_0541,m_315,2023-01-01 09:29:35,26
v_2395,u_0505,m_306,2023-01-01 19:25:30,90
v_2396,u_0310,m_309,2023-01-01 08:30:00,29
v_2397,u_0102,m_096,2023-01-01 20:14:07,99
v_2398,u_0772,m_296,2023-01-01 04:34:04,8
v_2399,u_0390,m_193,2023-01-01 15:30:51,58
v_2400,u_0666,m_415,2023-01-01 12:51:19,103
v_2401,u_0583,m_477,2023-01-01 04:59:38,107
v_2402,u_0355,m_454,2023-01-01 06:06:02,50
v_2403,u_0211,m_142,2023-01-01 07:05:36,74
v_2404,u_0269,m_059,2023-01-01 19:36:06,83
v_2405,u_0122,m_377,2023-01-01 01:02:12,31
v_2406,u_0438,m_110,2023-01-01 14:14:12,4
v_2407,u_0060,m_466,2023-01-01 00:32:25,48
v_2408,u_0901,m_305,2023-01-01 19:38:04,51
v_2409,u_0708,m_055,2023-01-01 07:51:07,11
v_2410,u_0999,m_335,2023-01-01 02:06:38,23
v_2411,u_0899,m_062,2023-01-01 23:49:58,93
v_2412,u_0504,m_420,2023-01-01 11:42:11,74
v_2413,u_0927,m_116,2023-01-01 16:43:56,34
v_2414,u_0555,m_462,2023-01-01 01:13:02,23
v_2415,u_0701,m_003,2023-01-01 14:36:09,17
v_2416,u_0220,m_212,2023-01-01 03:44:17,85
v_2417,u_0014,m_223,2023-01-01 01:27:21,67
v_2418,u_0144,m_071,2023-01-01 20:56:13,39
v_2419,u_0314,m_086,2023-01-01 01:46:23,90
v_2420,u_0243,m_426,2023-01-01 10:34:52,42
v_2421,u_0505,m_351,2023-01-01 16:33:53,112
v_2422,u_0256,m_170,2023-01-01 07:36:17,84
v_2423,u_0700,m_383,2023-01-01 21:42:28,39
v_2424,u_1000,m_289,2023-01-01 08:15:05,109
v_2425,u_0219,m_475,2023-01-01 18:38:05,33
v_2426,u_0218,m_238,2023-01-01 16:59:45,24
v_2427,u_0303,m_051,2023-01-01 20:15:34,69
v_2428,u_0453,m_088,2023-01-01 14:19:26,6
v_2429,u_0701,m_380,2023-01-01 10:09:40,116
v_2430,u_0604,m_144,2023-01-01 17:49:36,110
v_2431,u_0053,m_021,2023-01-01 15:01:45,76
v_2432,u_0043,m_002,2023-01-01 02:14:37,72
v_2433,u_0532,m_411,2023-01-01 03:17:35,8
v_2434,u_0526,m_181,2023-01-01 18:59:44,28
v_2435,u_0366,m_143,2023-01-01 20:35:35,109
v_2436,u_0896,m_010,2023-01-01 16:31:47,1
v_2437,u_0395,m_040,2023-01-01 18:03:02,83
v_2438,u_0923,m_312,2023-01-01 02:34:18,55
v_2439,u_0444,m_251,2023-01-01 22:27:41,101
v_2440,u_0636,m_156,2023-01-01 20:16:46,20
v_2441,u_0339,m_418,2023-01-01 09:57:56,97
v_2442,u_0513,m_122,2023-01-01 20:59:41,100
v_2443,u_0994,m_039,2023-01-01 01:32:16,11
v_2444,u_0289,m_082,2023-01-01 18:02:35,81
v_2445,u_0408,m_115,2023-01-01 16:58:53,54
v_2446,u_0061,m_117,2023-01-01 06:55:44,71
v_2447,u_0693,m_467,2023-01-01 03:58:41,93
v_2448,u_0991,m_289,2023-01-01 14:26:40,100
v_2449,u_0528,m_483,2023-01-01 06:23:46,57
v_2450,u_0556,m_157,2023-01-01 22:32:51,77
v_2451,u_0351,m_404,2023-01-01 14:47:54,49
v_2452,u_0432,m_351,2023-01-01 05:40:48,41
v_2453,u_0244,m_060,2023-01-01 10:46:12,56
v_2454,u_0870,m_443,2023-01-01 15:03:53,42
v_2455,u_0146,m_206,2023-01-01 13:53:05,23
v_2456,u_0417,m_012,2023-01-01 04:28:22,79
v_2457,u_0966,m_206,2023-01-01 08:57:20,45
v_2458,u_0461,m_386,2023-01-01 07:00:03,56
v_2459,u_0918,m_315,2023-01-01 02:22:47,96
v_2460,u_0210,m_292,2023-01-01 00:55:34,48
v_2461,u_0740,m_138,2023-01-01 05:28:58,32
v_2462,u_0636,m_361,2023-01-01 14:40:30,23
v_2463,u_0407,m_441,2023-01-01 22:38:04,104
v_2464,u_0290,m_115,2023-01-01 14:38:58,97
v_2465,u_0607,m_498,2023-01-01 22:35:20,96
v_2466,u_0186,m_257,2023-01-01 06:12:58,106
v_2467,u_0915,m_371,2023-01-01 09:41:42,14
v_2468,u_0138,m_391,2023-01-01 11:55:20,19
v_2469,u_0933,m_014,2023-01-01 15:26:48,114
v_2470,u_0014,m_025,2023-01-01 02:44:12,99
v_2471,u_0317,m_138,2023-01-01 01:44:13,48
v_2472,u_0674,m_458,2023-01-01 14:28:45,2
v_2473,u_0807,m_088,2023-01-01 18:42:18,63
v_2474,u_0563,m_360,2023-01-01 15:28:20,67
v_2475,u_0169,m_211,2023-01-01 20:41:32,18
v_2476,u_0848,m_490,2023-01-01 00:46:17,40
v_2477,u_0692,m_106,2023-01-01 11:46:59,71
v_2478,u_0463,m_175,2023-01-01 05:06:34,90
v_2479,u_0059,m_075,2023-01-01 16:39:39,57
v_2480,u_0549,m_105,2023-01-01 07:59:15,68
v_2481,u_0661,m_359,2023-01-01 09:34:04,6
v_2482,u_0236,m_293,2023-01-01 21:12:55,16
v_2483,u_0181,m_268,2023-01-01 19:46:18,58
v_2484,u_0538,m_108,2023-01-01 20:10:52,44
v_2485,u_0125,m_034,2023-01-01 06:51:35,15
v_2486,u_0762,m_393,2023-01-01 01:58:16,45
v_2487,u_0591,m_070,2023-01-01 19:19:02,38
v_2488,u_0257,m_486,2023-01-01 08:22:32,100
v_2489,u_0253,m_036,2023-01-01 16:18:39,56
v_2490,u_0805,m_495,2023-01-01 01:31:53,5
v_2491,u_0888,m_500,2023-01-01 02:34:15,115
v_2492,u_0866,m_220,2023-01-01 20:13:33,1
v_2493,u_0387,m_040,2023-01-01 11:10:41,13
v_2494,u_0661,m_206,2023-01-01 04:43:05,107
v_2495,u_0554,m_433,2023-01-01 18:19:37,90
v_2496,u_0210,m_026,2023-01-01 12:12:19,32
v_2497,u_0610,m_253,2023-01-01 15:34:29,41
v_2498,u_0126,m_328,2023-01-01 07:30:08,58
v_2499,u_0122,m_207,2023-01-01 17:13:41,77
v_2500,u_0995,m_477,2023-01-01 13:29:15,69
v_2501,u_0395,m_404,2023-01-01 00:17:43,31
v_2502,u_0651,m_447,2023-01-01 06:16:53,20
v_2503,u_0674,m_102,2023-01-01 09:49:09,110
v_2504,u_0578,m_182,2023-01-01 07:16:22,40
v_2505,u_0701,m_328,2023-01-01 22:26:20,30
v_2506,u_0469,m_272,2023-01-01 22:55:01,15
v_2507,u_0781,m_390,2023-01-01 05:55:38,37
v_2508,u_0564,m_500,2023-01-01 18:14:49,78
v_2509,u_0891,m_157,2023-01-01 16:07:25,33
v_2510,u_0891,m_112,2023-01-01 02:24:29,117
v_2511,u_0471,m_241,2023-01-01 22:16:04,59
v_2512,u_0302,m_453,2023-01-01 16:47:13,35
v_2513,u_0651,m_085,2023-01-01 00:09:22,90
v_2514,u_0953,m_095,2023-01-01 00:01:08,108
v_2515,u_0071,m_046,2023-01-01 12:31:46,17
v_2516,u_0332,m_019,2023-01-01 15:58:21,21
v_2517,u_0445,m_225,2023-01-01 20:46:29,45
v_2518,u_0706,m_144,2023-01-01 03:38:43,99
v_2519,u_0799,m_378,2023-01-01 16:06:58,10
v_2520,u_0006,m_326,2023-01-01 03:17:02,62
v_2521,u_0817,m_294,2023-01-01 03:04:17,115
v_2522,u_0150,m_390,2023-01-01 19:01:43,69
v_2523,u_0342,m_027,2023-01-01 23:14:27,47
v_2524,u_0584,m_313,2023-01-01 08:19:01,64
v_2525,u_0330,m_456,2023-01-01 17:16:39,115
v_2526,u_0721,m_085,2023-01-01 02:23:28,58
v_2527,u_0973,m_481,2023-01-01 02:30:41,48
v_2528,u_0367,m_290,2023-01-01 18:39:50,105
v_2529,u_0528,m_180,2023-01-01 12:43:18,84
v_2530,u_0849,m_006,2023-01-01 16:13:03,81
v_2531,u_0050,m_301,2023-01-01 13:26:48,13
v_2532,u_0970,m_261,2023-01-01 15:17:58,6
v_2533,u_0915,m_253,2023-01-01 12:53:58,36
v_2534,u_0724,m_418,2023-01-01 18:39:04,58
v_2535,u_0659,m_299,2023-01-01 09:19:51,11
v_2536,u_0607,m_109,2023-01-01 23:52:18,84
v_2537,u_0203,m_093,2023-01-01 01:06:45,90
v_2538,u_0600,m_461,2023-01-01 21:40:02,64
v_2539,u_0359,m_109,2023-01-01 05:54:22,50
v_2540,u_0081,m_436,2023-01-01 02:11:50,22
v_2541,u_0342,m_187,2023-01-01 00:42:38,78
v_2542,u_0771,m_045,2023-01-01 03:50:26,64
v_2543,u_0462,m_235,2023-01-01 13:20:12,57
v_2544,u_0255,m_366,2023-01-01 11:34:04,26
v_2545,u_0813,m_413,2023-01-01 09:12:05,53
v_2546,u_0610,m_066,2023-01-01 12:56:33,63
v_2547,u_0290,m_256,2023-01-01 04:46:35,3
v_2548,u_0659,m_365,2023-01-01 12:07:08,74
v_2549,u_0476,m_354,2023-01-01 04:46:08,34
v_2550,u_0635,m_434,2023-01-01 00:47:08,70
v_2551,u_0219,m_335,2023-01-01 15:15:48,59
v_2552,u_0482,m_458,2023-01-01 20:29:37,59
v_2553,u_0975,m_107,2023-01-01 11:31:02,120
v_2554,u_0110,m_405,2023-01-01 00:17:27,89
v_2555,u_0418,m_065,2023-01-01 20:37:45,40
v_2556,u_0618,m_367,2023-01-01 06:31:03,105
v_2557,u_0336,m_088,2023-01-01 06:08:45,50
v_2558,u_0759,m_322,2023-01-01 23:45:11,51
v_2559,u_0455,m_264,2023-01-01 02:52:07,104
v_2560,u_0458,m_028,2023-01-01 16:11:42,101
v_2561,u_0176,m_016,2023-01-01 04:18:19,105
v_2562,u_0601,m_067,2023-01-01 19:24:05,95
v_2563,u_0914,m_228,2023-01-01 14:13:18,49
v_2564,u_0013,m_167,2023-01-01 05:32:43,86
v_2565,u_0540,m_425,2023-01-01 12:07:01,27
v_2566,u_0272,m_458,2023-01-01 13:07:45,96
v_2567,u_0021,m_128,2023-01-01 01:02:12,62
v_2568,u_0140,m_310,2023-01-01 17:46:30,21
v_2569,u_0369,m_086,2023-01-01 00:47:34,62
v_2570,u_0631,m_475,2023-01-01 15:29:53,26
v_2571,u_0976,m_457,2023-01-01 18:43:14,14
v_2572,u_0044,m_153,2023-01-01 21:34:00,28
v_2573,u_0041,m_426,2023-01-01 16:42:34,87
v_2574,u_0567,m_439,2023-01-01 02:45:33,74
v_2575,u_0937,m_074,2023-01-01 16:06:13,32
v_2576,u_0279,m_482,2023-01-01 07:34:41,71
v_2577,u_0398,m_062,2023-01-01 23:39:46,67
v_2578,u_0862,m_309,2023-01-01 16:48:21,112
v_2579,u_0359,m_270,2023-01-01 22:46:23,18
v_2580,u_0381,m_288,2023-01-01 03:29:08,11
v_2581,u_0599,m_154,2023-01-01 10:51:59,119
v_2582,u_0385,m_154,2023-01-01 11:38:48,35
v_2583,u_0468,m_474,2023-01-01 10:32:04,115
v_2584,u_0812,m_334,2023-01-01 06:26:42,81
v_2585,u_0143,m_248,2023-01-01 23:25:42,48
v_2586,u_0242,m_455,2023-01-01 18:20:51,68
v_2587,u_0225,m_096,2023-01-01 20:01:36,100
v_2588,u_0475,m_240,2023-01-01 18:25:33,102
v_2589,u_0478,m_361,2023-01-01 13:57:52,80
v_2590,u_0137,m_242,2023-01-01 22:47:02,38
v_2591,u_0959,m_371,2023-01-01 14:51:15,92
v_2592,u_0611,m_097,2023-01-01 22:15:34,94
v_2593,u_0419,m_164,2023-01-01 17:44:43,119
v_2594,u_0856,m_370,2023-01-01 12:42:25,54
v_2595,u_0507,m_414,2023-01-01 17:12:58,55
v_2596,u_0505,m_463,2023-01-01 11:10:44,22
v_2597,u_0379,m_354,2023-01-01 17:42:06,49
v_2598,u_0122,m_083,2023-01-01 01:11:37,34
v_2599,u_0306,m_451,2023-01-01 02:40:10,74
v_2600,u_0213,m_471,2023-01-01 13:40:40,2
v_2601,u_0710,m_021,2023-01-01 15:24:00,116
v_2602,u_0853,m_089,2023-01-01 02:25:11,83
v_2603,u_0325,m_103,2023-01-01 07:43:17,85
v_2604,u_0047,m_083,2023-01-01 14:07:53,105
v_2605,u_0600,m_497,2023-01-01 12:47:35,25
v_2606,u_0518,m_441,2023-01-01 11:11:27,110
v_2607,u_0150,m_407,2023-01-01 13:40:23,116
v_2608,u_0481,m_111,2023-01-01 06:36:03,12
v_2609,u_0374,m_101,2023-01-01 12:32:04,66
v_2610,u_0685,m_023,2023-01-01 20:59:24,2
v_2611,u_0386,m_204,2023-01-01 19:25:20,93
v_2612,u_0678,m_031,2023-01-01 13:43:03,52
v_2613,u_0029,m_108,2023-01-01 07:12:40,91
v_2614,u_0432,m_155,2023-01-01 03:10:49,88
v_2615,u_0332,m_289,2023-01-01 22:01:04,25
v_2616,u_0515,m_238,2023-01-01 03:08:15,74
v_2617,u_0080,m_146,2023-01-01 11:55:32,101
v_2618,u_0548,m_075,2023-01-01 14:15:07,57
v_2619,u_0862,m_184,2023-01-01 17:55:15,60
v_2620,u_0333,m_427,2023-01-01 01:51:54,93
v_2621,u_0440,m_486,2023-01-01 09:28:58,23
v_2622,u_0585,m_223,2023-01-01 23:38:41,75
v_2623,u_0260,m_244,2023-01-01 19:35:06,77
v_2624,u_0868,m_253,2023-01-01 23:18:37,112
v_2625,u_0994,m_165,2023-01-01 06:58:50,46
v_2626,u_0414,m_112,2023-01-01 14:18:32,117
v_2627,u_0400,m_266,2023-01-01 14:03:41,47
v_2628,u_0168,m_186,2023-01-01 03:23:43,78
v_2629,u_0781,m_095,2023-01-01 19:04:41,95
v_2630,u_0548,m_293,2023-01-01 21:30:29,110
v_2631,u_0118,m_321,2023-01-01 20:29:39,12
v_2632,u_0687,m_352,2023-01-01 23:28:36,82
v_2633,u_0294,m_256,2023-01-01 19:50:49,15
v_2634,u_0842,m_311,2023-01-01 14:39:33,39
v_2635,u_0335,m_249,2023-01-01 15:54:49,119
v_2636,u_0749,m_391,2023-01-01 15:53:44,40
v_2637,u_0873,m_247,2023-01-01 12:23:26,109
v_2638,u_0261,m_056,2023-01-01 06:49:15,45
v_2639,u_0942,m_018,2023-01-01 20:30:11,47
v_2640,u_0929,m_465,2023-01-01 11:46:40,54
v_2641,u_0663,m_137,2023-01-01 07:46:38,7
v_2642,u_0744,m_272,2023-01-01 12:14:12,89
v_2643,u_0296,m_473,2023-01-01 20:23:07,15
v_2644,u_0184,m_171,2023-01-01 22:02:07,36
v_2645,u_0376,m_233,2023-01-01 12:40:53,95
v_2646,u_0025,m_401,2023-01-01 02:25:55,111
v_2647,u_0137,m_157,2023-01-01 16:12:24,58
v_2648,u_0065,m_267,2023-01-01 05:25:34,6
v_2649,u_0829,m_009,2023-01-01 01:27:05,118
v_2650,u_0636,m_150,2023-01-01 15:27:41,120
v_2651,u_0561,m_486,2023-01-01 17:12:17,24
v_2652,u_0098,m_486,2023-01-01 16:01:11,45
v_2653,u_0299,m_236,2023-01-01 14:23:23,92
v_2654,u_0078,m_281,2023-01-01 05:58:15,59
v_2655,u_0271,m_161,2023-01-01 18:31:29,93
v_2656,u_0166,m_149,2023-01-01 12:29:52,25
v_2657,u_0525,m_428,2023-01-01 17:16:19,114
v_2658,u_0619,m_407,2023-01-01 04:43:35,111
v_2659,u_0134,m_307,2023-01-01 01:20:33,2
v_2660,u_0399,m_113,2023-01-01 18:17:24,47
v_2661,u_0891,m_080,2023-01-01 05:27:05,81
v_2662,u_0054,m_424,2023-01-01 07:37:19,74
v_2663,u_0680,m_096,2023-01-01 05:35:03,117
v_2664,u_0267,m_336,2023-01-01 22:37:43,80
v_2665,u_0668,m_321,2023-01-01 15:03:47,71
v_2666,u_0877,m_166,2023-01-01 13:57:12,112
v_2667,u_0055,m_483,2023-01-01 08:09:14,101
v_2668,u_0618,m_482,2023-01-01 22:00:45,22
v_2669,u_0329,m_421,2023-01-01 20:45:02,101
v_2670,u_0402,m_255,2023-01-01 06:43:13,47
v_2671,u_0818,m_102,2023-01-01 09:13:37,93
v_2672,u_0238,m_042,2023-01-01 00:45:59,50
v_2673,u_0819,m_078,2023-01-01 05:12:37,32
v_2674,u_0451,m_224,2023-01-01 13:26:29,10
v_2675,u_0115,m_071,2023-01-01 21:57:37,100
v_2676,u_0126,m_383,2023-01-01 01:35:20,55
v_2677,u_0167,m_047,2023-01-01 04:29:34,120
v_2678,u_0828,m_415,2023-01-01 22:43:35,114
v_2679,u_0876,m_262,2023-01-01 01:55:04,14
v_2680,u_0130,m_433,2023-01-01 00:21:15,113
v_2681,u_0398,m_218,2023-01-01 04:17:16,83
v_2682,u_0004,m_031,2023-01-01 10:45:02,47
v_2683,u_0347,m_215,2023-01-01 10:25:33,32
v_2684,u_0976,m_236,2023-01-01 13:34:06,105
v_2685,u_0587,m_348,2023-01-01 05:23:37,23
v_2686,u_0373,m_496,2023-01-01 22:17:11,45
v_2687,u_0815,m_394,2023-01-01 03:16:27,17
v_2688,u_0711,m_393,2023-01-01 08:45:20,46
v_2689,u_0260,m_229,2023-01-01 17:06:34,115
v_2690,u_0420,m_186,2023-01-01 18:34:31,87
v_2691,u_0806,m_324,2023-01-01 00:46:03,13
v_2692,u_0010,m_055,2023-01-01 22:41:32,69
v_2693,u_0231,m_481,2023-01-01 09:52:08,7
v_2694,u_0072,m_144,2023-01-01 06:05:29,83
